ID,poly_electronic
mp-37722,2.2801636666666667
mp-4763,10.516784
mp-546027,7.113433333333325
mp-552729,3.5892079999999904
mp-643385,3.565752666666667
mp-643902,2.812
mp-753649,2.625331
mp-760417,2.937638000000001
mp-776081,3.288103
mp-779348,6.684464666666667
mp-8232,2.5396393333333043
mp-9915,8.274661999999998
mp-1213697,4.178233666666666
mp-1216355,6.297801000000002
mp-13335,3.6563243333333513
mp-19103,3.065398333333334
mp-19178,10.634136333333368
mp-20331,18.265838666666664
mp-23004,2.6206046666666656
mp-27713,8.155035803015194
mp-28090,3.1654863333333334
mp-2964,2.2143583333333328
mp-504276,2.999608333333333
mp-510657,11.45494
mp-541582,11.679000000000004
mp-546936,9.750001000000047
mp-558521,3.2167060000000003
mp-588,2.2989999999994413
mp-604429,3.3186250000000848
mp-689925,2.2580400064237374
mp-752561,4.177901333333334
mp-753353,3.7702503333333337
mp-755190,6.020852666666666
mp-755731,6.799660860976992
mp-757107,3.2685763333333333
mp-760403,6.067897666666668
mp-866810,5.661339999999999
mp-8704,4.527122333333319
mp-9664,4.316789666666669
mvc-16044,4.772662666666666
mp-1023935,6.128889000000034
mp-1029776,4.894455333333334
mp-10572,4.037690666666665
mp-1078410,5.001681999999995
mp-11713,7.179666666751351
mp-1228030,10.5201443333333
mp-18759,6.222351113579368
mp-18878,3.964802333333333
mp-19334,3.2876773333333333
mp-226,21.201000000000008
mp-23494,6.269230000000025
mp-24040,5.104283666666666
mp-25410,3.819874
mp-28137,2.551850371608771
mp-38103,2.203039666666666
mp-4124,3.3476636666666217
mp-4419,7.075014000000002
mp-541040,3.780726333333332
mp-541155,6.153333317489363
mp-541220,3.655402000000001
mp-5518,9.763839333333332
mp-555119,2.446787333333333
mp-753715,2.9751270000000005
mp-760484,3.386375333333333
mp-9244,11.66826333333334
mp-9382,11.489086666666651
mp-1018651,4.517913789110486
mp-1077553,3.54513633333344
mp-11016,2.866172000000013
mp-1105700,5.896838333333304
mp-11123,5.983095333333332
mp-1208058,3.4410129999999985
mp-13829,12.477329666666664
mp-16934,4.116773333333334
mp-17324,8.607482666666668
mp-23280,2.4693496666666666
mp-25729,3.995281666666674
mp-29196,4.42039266666668
mp-2979,6.018426666666667
mp-30004,2.776954666666681
mp-3813,7.166919000000024
mp-505297,22.782967000000045
mp-555235,2.166533
mp-5770,3.573234333333333
mp-607818,27.72
mp-6081,3.3156676666666667
mp-625565,3.425895333333333
mp-759283,4.493211333333333
mp-8098,4.617076666666665
mp-8314,2.839533666666666
mp-998612,3.310071333333333
mp-1020615,2.596776333333333
mp-1206058,3.3197526666666843
mp-1206808,2.1175673333333336
mp-1216423,7.228970333333333
mp-15704,4.583097333333334
mp-18625,6.696166000000001
mp-20463,2.060889333333326
mp-22848,2.6316666666434827
mp-23021,3.587950333333312
mp-2715,34.569
mp-27345,4.177567999999999
mp-28483,4.876062666666675
mp-28933,3.3396666666666674
mp-35493,4.564093666666667
mp-3970,2.2563396666666797
mp-3996,3.09979133333336
mp-5515,6.617517333333335
mp-553281,4.914533739943491
mp-567386,5.967528666666648
mp-626500,2.5712703333333344
mp-634,6.508500666666677
mp-644129,2.747165333333333
mp-752658,5.561897666666667
mp-7534,4.993713333333333
mp-871,77.04500600000001
mp-1029784,2.7624540646583617
mp-1206230,4.86825400000002
mp-15219,4.447473999999985
mp-18971,16.221130666666664
mp-23948,2.815213333333333
mp-27549,8.821295666666655
mp-2815,9.507666666667207
mp-28554,6.238442000000005
mp-29488,3.7006916666666654
mp-42255,5.365765
mp-556422,3.4552816666666666
mp-559286,2.429305999999998
mp-755718,1.9249696666666665
mp-756967,2.9224526666666666
mp-759014,3.4369787295621106
mp-777779,5.8484013333333325
mp-8013,2.399695666666671
mp-850407,2.3328056666666668
mp-983357,1.7083550000000003
mp-1028668,1.0000000000548797
mp-1210092,5.085722000000048
mp-1222618,10.354285000000004
mp-1228963,8.043772999999968
mp-22996,9.100303666666669
mp-23189,2.7713333333333776
mp-23501,7.22666200000004
mp-28512,2.5610823333333137
mp-34486,8.691661333333334
mp-36111,6.957929000000003
mp-556002,2.976268666666668
mp-556767,2.236333333333333
mp-557399,2.7734206666666665
mp-560632,2.684062999999985
mp-610992,3.697949774950528
mp-642991,3.102375666666654
mp-643814,2.798755666666666
mp-7041,4.130406333333333
mp-774191,2.7555600000000005
mp-9321,6.743405666666668
mp-10223,6.7932033333333335
mp-1029799,6.521455333333335
mp-1100415,16.58072533333322
mp-1206891,6.9957123333333335
mp-1214786,20.069441
mp-17698,4.235689666666689
mp-17891,3.038378
mp-23164,16.288
mp-23465,3.00807566666667
mp-26181,3.4850336666666664
mp-27193,3.386429333333336
mp-27367,2.4433333333333334
mp-27400,3.4328413333333336
mp-28315,2.845238999999992
mp-28395,7.527666666654095
mp-3795,2.279843
mp-542812,9.165729613741322
mp-559893,9.778551333333334
mp-562987,7.486282666666668
mp-569028,3.263181000000016
mp-642817,2.405
mp-644672,2.5412073333333334
mp-753156,4.605481666666666
mp-767535,2.4740303333333333
mp-775776,2.147720333333333
mp-8537,1.7996666666666667
mp-8789,7.914646666666667
mp-8882,10.309379333333332
mp-9003,5.064775999999923
mp-9047,3.7773343333333353
mp-997589,4.894000000000004
mp-1029718,2.1506010000000173
mp-1214491,4.018469
mp-13277,8.788002000000013
mp-19409,4.085293666666623
mp-23700,2.026333333333333
mp-23827,3.878751666666657
mp-23956,3.153760000000001
mp-29199,12.851891666666669
mp-29238,15.145930333333334
mp-30311,5.537308333333333
mp-37829,9.83156566666669
mp-38684,2.753666666665948
mp-504891,7.633172999997561
mp-549308,3.024556
mp-558760,7.732861666666665
mp-567313,48.29258866666664
mp-569272,3.683000000015975
mp-570948,5.9912296666666665
mp-685935,3.6881139558174265
mp-704943,6.076138999999999
mp-757905,4.241301815144464
mp-759070,2.57013
mp-759495,3.076992666666667
mp-8453,3.4544303333333324
mp-10044,9.854783
mp-1029506,4.8536660000000005
mp-12779,8.909369333333332
mp-13995,5.097355333333161
mp-15556,5.525666666632696
mp-1707,2.978
mp-17512,2.922343
mp-18924,4.579631000043914
mp-19009,5.073324475980084
mp-23934,2.200915
mp-27255,6.2829120000000005
mp-28243,2.515192000000003
mp-29138,9.729523333333333
mp-30228,5.2927683333333455
mp-30239,4.446127333333333
mp-35031,11.022421666666668
mp-39249,6.232567333333333
mp-504885,2.729783
mp-5479,2.0286573333333333
mp-554002,2.627436666666667
mp-555150,3.212688333333333
mp-556695,2.932113
mp-556985,2.0606030000000004
mp-5830,4.458379
mp-6257,3.396092666666666
mp-638731,3.3004166666666843
mp-639682,1.83
mp-754230,5.439268666666667
mp-756254,3.677283000281104
mp-756582,3.397636666666666
mp-765970,5.398151333333334
mp-768020,2.9950430000000003
mp-776618,4.559817845482756
mp-1001786,6.836581333333328
mp-1027443,1.0000000091011871
mp-1029770,208.70947633333336
mp-1091384,6.638751000000003
mp-1105091,4.674043
mp-1112596,2.500121666666665
mp-1205610,6.985321333333222
mp-1214485,4.942032807624121
mp-22313,4.474547665917838
mp-23648,2.434694999999999
mp-27897,2.6454686666666665
mp-36209,9.80033099999998
mp-550314,2.896184666666667
mp-556653,4.487684333333306
mp-557308,5.934494000000022
mp-562613,2.161333333322926
mp-612740,7.717873666666677
mp-625671,3.077365666666668
mp-684024,4.264842333333333
mp-697044,4.432900999999995
mp-752966,3.462597666666666
mp-755390,6.230279666666668
mp-757836,2.8858566666666667
mp-761219,3.062413
mp-8217,2.018676000000015
mp-978852,33.029628
mp-1029378,5.652173333333333
mp-1029679,5.088226333333333
mp-1078132,6.82228333333331
mp-1188957,7.80161600000005
mp-1194266,3.744796999999999
mp-1219758,9.465712011550862
mp-15312,3.020205000000028
mp-19314,3.143462999999999
mp-19799,2.6035736666666214
mp-27988,1.9773333333481729
mp-28174,3.5407166666666665
mp-38220,2.1289643333333124
mp-505281,2.2450000000000028
mp-510076,4.306108333333302
mp-552588,6.76802233333336
mp-554570,2.129973
mp-561519,3.419069333333457
mp-570256,5.370179333333333
mp-573514,7.751615333333333
mp-573697,2.361113333333357
mp-690785,3.233763999999999
mp-752617,2.810943333333333
mp-752895,2.329819666666667
mp-7589,3.789045999999946
mp-762225,2.731494333333333
mp-779165,2.308272666666667
mp-8059,2.180805
mp-997041,4.756872999999999
mp-1111112,2.1355440000000283
mp-11191,30.586725000000005
mp-1211320,2.0556233333333336
mp-1215558,7.40794
mp-14637,4.280459333333211
mp-17493,3.346555
mp-1806,2.333
mp-18815,3.1961246666666665
mp-19162,4.1845833333332765
mp-28096,2.620666666664016
mp-28899,13.509845333333343
mp-30275,11.177
mp-34459,7.555012333333335
mp-3491,6.138067
mp-550622,4.464582666632995
mp-616564,3.487074000000008
mp-625927,2.0933333333333333
mp-696155,2.394882666666667
mp-7500,2.5264146666666663
mp-758632,2.752717666666656
mp-765725,4.116873666666667
mp-9636,1.99896133333332
mp-1018138,4.975588584657493
mp-10810,4.012751666666667
mp-1104693,6.893061333333335
mp-22855,3.076333333333333
mp-23295,2.281000000000021
mp-38327,7.664793333333335
mp-38970,11.672333333380903
mp-4819,3.388368
mp-540998,4.2611393333333325
mp-550320,2.668843000111908
mp-558781,5.087266333333333
mp-568890,13.766633333333331
mp-5881,29.004999999999995
mp-754117,3.654621333333333
mp-755342,4.114606000319671
mp-756382,3.7204026666666814
mp-771971,6.521576000000004
mp-8279,12.94666666666667
mp-9385,5.690518333333333
mp-985584,4.164657000000003
mp-9856,4.861656000000007
mp-1021494,5.032394333333333
mp-1078443,17.126107666666666
mp-1102254,3.9419813333333535
mp-1205847,4.050965999999997
mp-1205863,2.275768668729898
mp-1210700,15.556896666666637
mp-18741,2.715202000000007
mp-21459,7.190708666666667
mp-22968,2.177999999999614
mp-23736,3.9387379999999914
mp-24128,2.6345316666666663
mp-24402,3.158163
mp-554472,2.2662186666666666
mp-554733,2.657721000000001
mp-560675,2.7078553333333333
mp-626835,3.673718666666666
mp-6628,2.9771016666666754
mp-753712,4.303953000000001
mp-7623,13.86866666666667
mp-763489,3.156691333333333
mp-769218,14.306699333333333
mp-9306,6.415121333333333
mp-9361,4.607170999999996
mp-9567,10.659708666666694
mp-9789,5.293317333333333
mp-9808,2.7149803333333327
mp-1009820,10.489542
mp-1077904,4.504958000000024
mp-1208807,4.641211999999999
mp-1213084,2.5431233333333334
mp-1213976,3.208921
mp-1223893,8.943504999999975
mp-12902,11.225693333333332
mp-13590,2.147917
mp-18779,2.81773
mp-23353,7.257605666666666
mp-26232,1.0000000121262769
mp-28567,2.852128001979354
mp-29775,5.033220000000022
mp-33024,2.5430480000000006
mp-3486,12.616454000000028
mp-549237,4.430018732485269
mp-550759,2.063559999999997
mp-555509,7.886114666666669
mp-626066,2.1608726666666667
mp-754578,4.482815666666666
mp-754637,3.887229517006576
mp-756864,4.040933666667448
mp-761819,5.957664333333334
mp-775758,2.134698333333333
mp-850194,5.910859999999957
mp-9625,2.6715206666666678
mp-974682,5.219054333333333
mp-976313,2.4554506666666667
mp-997599,5.8811810000000015
mp-999498,4.669034999999997
mp-1015076,1.0
mp-1027436,1.0000000100944602
mp-10509,2.917735999999994
mp-10967,18.685769
mp-1205541,2.893816
mp-14006,2.2936139999999976
mp-14435,4.366496000000022
mp-16313,23.271946999999987
mp-1848,21.233666666666664
mp-18803,2.8248083333333227
mp-19280,4.1813383333385294
mp-22439,2.3958020000987137
mp-24595,2.837149666666668
mp-541629,2.3708236666666664
mp-542613,4.68282935273118
mp-756478,7.448333334302464
mp-9564,9.078927333333338
mp-989635,10.153964666666663
mp-10164,9.826277000000005
mp-1029474,6.025007666666666
mp-1106227,9.301639666666668
mp-1210433,1.9823136666666796
mp-1220802,2.5113326666666667
mp-18925,3.340392667517058
mp-19440,3.4246153333333083
mp-22916,2.82466666659047
mp-23965,2.7663333333333338
mp-28266,22.596333333269484
mp-28391,2.109666666666666
mp-28921,11.318832000000016
mp-31220,9.312141666666632
mp-4876,10.592975999999998
mp-555359,2.2322836666666324
mp-555718,4.541655666666646
mp-5811,2.9032569999999978
mp-605034,2.295850000000012
mp-6163,2.2391103333333784
mp-632326,2.108512
mp-6356,6.388866666666666
mp-643384,3.5010346666666674
mp-755080,12.317077333333335
mp-756084,3.566314058998462
mp-756728,2.7781746666666662
mp-7581,11.351333333368762
mp-8007,5.534913666666662
mp-985592,3.5258329999999973
mp-1079647,5.560414666666667
mp-11654,3.3150133333333667
mp-1209072,7.599189
mp-1218824,4.858496333333317
mp-14116,12.157668666666646
mp-2139,14.800666666666665
mp-22736,3851.815666666684
mp-23067,3.5704880000000188
mp-23959,2.2781146666666667
mp-2565,3.1193216666666665
mp-28460,5.439359
mp-29055,15.445999999985304
mp-30953,2.561834666666667
mp-33940,4.633734666666712
mp-3635,2.522562666666667
mp-4412,7.561434333333353
mp-4691,4.334901333333333
mp-556996,2.0201446666666496
mp-561048,2.9694483333333337
mp-561349,2.729696666666667
mp-753802,4.658673
mp-760307,2.643103
mp-768440,6.808554999999999
mp-9911,3.8139079999999983
mp-1029442,5.258663000000001
mp-1120755,2.507139666941612
mp-1190886,2.7447859999999995
mp-1217322,20.83114066666667
mp-1222336,2.9609620000000003
mp-15777,10.47662
mp-29443,3.79
mp-555229,2.178878333333333
mp-604120,2.253854666666667
mp-717,3.054134
mp-7548,8.139135666666663
mp-760276,2.395041333333352
mp-760396,4.709476
mp-972825,2.213308666666667
mp-1029334,52.39935
mp-1029943,6.5845056666666695
mp-1106183,4.247623
mp-1206535,2.6286233333330453
mp-1206645,7.560852330621361
mp-1443,2.869652666666667
mp-22908,3.9293333333333336
mp-23268,3.332999999953922
mp-24123,2.520000000000007
mp-27315,2.132955402178203
mp-3525,28.107000000045133
mp-38728,7.310750333333335
mp-3919,2.351161666666662
mp-540934,4.639105333301338
mp-545820,7.041666670674094
mp-555911,2.323716999999983
mp-558281,2.3360736666886543
mp-574599,4.2988293333332726
mp-6507,2.8389403333333334
mp-684,4.9769999999973065
mp-761572,5.934793999999999
mp-976876,7.103845667409938
mp-9844,2.491542666666693
mp-985829,6.805299666666708
mp-998298,2.821652
mp-1018099,5.145044333333327
mp-1019566,3.6131726666666673
mp-1025549,8.683371999999999
mp-1188344,2.4483896666667087
mp-1225887,4.524202333333361
mp-1228067,4.669065999999995
mp-1228810,17.525656
mp-12459,6.9637623333333325
mp-13334,5.00404833333335
mp-1519,6.592000000000123
mp-16327,23.510618
mp-17875,5.641784666666673
mp-18609,6.548817666666667
mp-22937,3.4566576666666804
mp-29073,16.670333333333335
mp-33857,5.198015666666668
mp-505727,2.9136666666666664
mp-540922,20.805333333333333
mp-545512,3.3397503333333725
mp-554868,15.657256
mp-567259,4.731666666666901
mp-568598,7.907938666666667
mp-570935,3.148577999999973
mp-626727,2.672839
mp-7049,10.195657333333337
mp-753401,4.794729666666666
mp-8415,2.3120466666666517
mp-8543,7.715122666666605
mp-971673,12.29930233333334
mp-10616,10.256426333333335
mp-1097065,7.083650666666675
mp-1106381,10.801170333333332
mp-1221557,10.690977333332988
mp-1228823,15.719452999999996
mp-1232317,4.273774333333335
mp-14708,3.721705666666667
mp-1554,4.90025933333332
mp-18988,5.554033000000018
mp-19886,25.64858999999997
mp-23535,2.7522753333333334
mp-2412,10.586352
mp-24136,2.4248640000000408
mp-252,7.43598599999999
mp-28336,6.684155333333333
mp-29662,18.649763666666686
mp-3159,6.145561333333333
mp-32616,6.051267
mp-37216,2.592000000010114
mp-37657,3.1743560000000115
mp-3998,5.191533
mp-4514,5.313184
mp-541190,3.005030333333346
mp-545999,17.243472666719214
mp-554515,2.422896
mp-556544,2.531664333333333
mp-754065,5.203017297503116
mp-755038,3.088017
mp-7580,5.33906999999994
mp-759877,2.426288
mp-8429,3.344807999999993
mp-961685,6.528080666666619
mp-10219,3.3754900000000005
mp-1103842,16.573681
mp-1208033,12.033708
mp-23170,5.114333333333333
mp-23230,2.3149999999999995
mp-28218,3.858054
mp-28520,12.189945
mp-30533,8.159657333333321
mp-32684,2.2942503333333333
mp-34326,3.4744930000000003
mp-39288,5.171042
mp-42022,2.3414606666666664
mp-541897,5.021229333333332
mp-541899,3.2755753333333337
mp-545548,2.9400893333334284
mp-552185,3.420592666666694
mp-5546,11.384431
mp-555154,2.5887013333333333
mp-558838,3.2211076666666885
mp-568032,7.534761333333332
mp-568116,3.749930000000026
mp-6922,2.3522773333333635
mp-754604,2.799672499725426
mp-8263,2.5006036666666667
mp-8713,3.984123999999984
mp-9063,3.364672666666669
mp-1104411,4.813628333333357
mp-11168,32.40444933333331
mp-11737,2.723352333333334
mp-16972,4.414603333333333
mp-22255,6.699805000000012
mp-23739,2.2153333333333336
mp-27362,4.635960999999971
mp-28263,2.296029666666666
mp-31419,4.472078333333305
mp-4636,5.919584666666638
mp-4701,5.814801999999999
mp-555410,5.890999999977811
mp-567744,3.081523666666667
mp-5724,2.124542
mp-5986,5.899673999999998
mp-643427,2.61554200006044
mp-66,5.829713999999988
mp-6730,4.718793333333284
mp-685146,9.595696000000002
mp-761686,4.7053416666666665
mp-8076,3.411671333333338
mp-827,2.473999999989573
mp-865024,2.684829666666667
mp-10074,7.139249666666667
mp-1029851,4.960987666666667
mp-1213950,3.7961993333333335
mp-1539446,2.54933112968563
mp-15939,2.4565110000000145
mp-22356,9.166847333333276
mp-29136,7.336844333333333
mp-29410,3.892596333333336
mp-30001,6.76793
mp-3838,4.3615303333333335
mp-4531,2.209584999999989
mp-510279,4.2923773333333335
mp-546500,2.156813999999978
mp-5478,12.63136166666643
mp-558628,2.484519666666666
mp-559240,3.1847386666666666
mp-561185,4.697150000000001
mp-567652,2.8739850000000424
mp-5693,8.554534999999994
mp-6181,5.029841
mp-626448,2.2384729999999995
mp-753010,4.198368333333334
mp-753062,2.2402803333333177
mp-753287,5.505702000000002
mp-755231,4.8487496666666665
mp-756632,5.174100333333334
mp-757956,3.027454
mp-765500,2.511557666666667
mp-779457,4.503046
mp-8276,11.103333333333348
mp-8511,1.7010000000000065
mp-961682,24.51600000000022
mp-988,4.2646666666667015
mp-989195,4.245054
mp-1020658,2.251209
mp-1029336,5.419635333333335
mp-1080848,12.871944333333332
mp-1101340,3.127292
mp-1103520,3.344100333333351
mp-1219582,2.076931333333361
mp-1222661,8.44928866666667
mp-1227329,3.006941666666652
mp-18463,2.6017463333333333
mp-22885,2.428366666666648
mp-25418,3.0371773333333336
mp-27539,5.417724000000038
mp-3887,5.232105999999995
mp-5048,7.455463333333333
mp-570259,2.6353333333333797
mp-607450,25.289459800878763
mp-669367,2.3311163333333185
mp-672204,20.9265981755661
mp-6960,6.181869333333304
mp-757826,2.55450033333335
mp-762870,3.1388436666666664
mp-7938,10.621688999999998
mp-7939,12.352596666666708
mp-10194,36.19578300000002
mp-1019791,2.5065136666666668
mp-1020181,2.561259666666667
mp-10488,4.684547333333333
mp-1205641,7.048765666666658
mp-13843,3.3851463333333336
mp-15549,2.0071649999999805
mp-1683,9.798333333333332
mp-17916,9.853310999999998
mp-27178,6.099792000000001
mp-30991,3.371838000000006
mp-315,3.2894060000000143
mp-3551,11.275751333333334
mp-3592,4.8445066666666685
mp-554412,2.913637666666686
mp-556605,5.594581333333334
mp-568560,4.617182333333321
mp-675977,32.64593733333333
mp-754274,4.465784666719316
mp-756502,5.019030666666667
mp-769953,4.335729999999999
mp-7808,10.017666666667722
mp-8727,4.961008666666635
mp-974650,3.3954953333333333
mp-990424,6.597795999999999
mp-998592,3.388986333333333
mp-1025267,2.7288016666666777
mp-1186,8.04566666666682
mp-12011,4.700119666666667
mp-1226891,5.49765433333745
mp-15248,4.956220999999993
mp-18775,4.473250333333332
mp-19387,4.8267576666666665
mp-23918,2.8757853333333614
mp-27985,4.257129999999999
mp-28671,4.663736333333347
mp-33300,12.690323000000015
