ID,U
mp-1009813,16619.867597074055
mp-1340,79101.59411556796
mp-13541,124796.80053723729
mp-1367,24752.94133476211
mp-15157,56165.61266980405
mp-23024,47429.29140266492
mp-3098,81717.3707846528
mp-3666,96927.87862463213
mp-997002,72731.73948502852
mp-10408,56581.12713560258
mp-23859,65944.49143343388
mp-28075,85350.75473096945
mp-570844,126982.60627972346
mp-672,32185.7410944748
mp-1018100,32696.65748067085
mp-15724,30719.27546700328
mp-2133,36638.59153218677
mp-22936,33582.447447443315
mp-2490,17010.33297939654
mp-3642,75148.70848599056
mp-561710,80666.06583852468
mp-567666,78216.97070045015
mp-3589,79746.15583164075
mp-6980,32991.45831042946
mp-730,107046.07986685797
mp-862871,45837.91920236447
mp-14017,60609.98029662991
mp-20210,84834.76618456973
mp-23018,113741.69226488538
mp-27678,79081.11048403189
mp-556866,93009.1526428767
mp-8311,72703.61681856589
mp-9571,39201.55613303749
mp-978846,44983.36877981846
mp-3078,65520.85547169959
mp-989639,80179.17774439706
mp-1634,48882.6503447806
mp-27827,71157.29606707196
mp-697096,104862.43825435966
mp-2693,15235.204662774797
mp-567636,24745.2698029965
mp-569571,157438.95137837323
mp-573204,67557.84467990034
mp-961659,25011.63416964996
mp-1020059,127246.4643731424
mp-10418,69794.72795799516
mp-24341,142949.91858406627
mp-30315,72409.88550922702
mp-468,78146.14669553893
mp-5380,57853.37060314648
mp-7895,33916.727690018146
mp-8884,31037.94524715097
mp-2624,16353.728785322048
mp-3982,74775.8720335883
mp-545359,51144.217942662166
mp-553342,106729.15996544088
mp-7140,49098.9146283349
mp-23056,31955.364546437508
mp-569149,65700.77351158274
mp-8861,58019.122959013
mp-8880,35710.27421424636
mp-9517,76717.82131868297
mp-19765,53589.950390378224
mp-23703,25491.6278698145
mp-27791,186331.51450953336
mp-28302,54442.3437331856
mp-3519,107759.7152304268
mp-27422,68498.73633434866
mp-28145,71351.91879382773
mp-29151,72624.84483783167
mp-5339,45754.086811459965
mp-754596,59571.53747042123
mp-24066,108114.82616862628
mp-28627,54406.18860442316
mp-5127,113439.70213968854
mp-9778,62328.196396912135
mp-10250,42378.77385698859
mp-8127,132017.4274484998
mp-1784,15339.597103739545
mp-20782,63682.71139951123
mp-22261,61768.00805381086
mp-4156,112335.17734008716
mp-4511,42175.30987626481
mp-559695,59509.87775999477
mp-8267,85247.48226729092
mp-20790,51975.0848378874
mp-3163,44622.68910498683
mp-3395,93743.78871830896
mp-3834,44513.27152623746
mp-539,83618.09805956867
mp-13949,54138.56368068251
mp-9514,51263.7129882145
mp-9986,100763.97837210368
mp-7457,96943.1765003016
mp-924129,23885.13818457084
mp-10760,15843.684105520111
mp-570213,24025.427240962254
mp-10163,62982.17094013665
mp-13548,42994.53351369586
mp-23710,89019.73249687826
mp-2691,15502.020740697137
mp-3744,75793.40977902738
mp-567913,77021.70636397351
mp-8752,55328.36420893449
mp-9486,70917.62976934927
mp-9732,70137.95172903074
mp-989643,108291.13666542248
mp-10776,88899.84311490768
mp-13055,87966.02029981297
mp-14092,63275.71529309848
mp-1002164,21758.808514667995
mp-1087,15769.572731278042
mp-11520,23540.654056613697
mp-27421,68623.77349144469
mp-29585,53629.28171449861
mp-4360,82417.29669770764
mp-8377,112331.67423794144
mp-12903,61293.602955884126
mp-2542,50309.75229910441
mp-6983,102474.23836911184
mp-13983,72055.04538781177
mp-7988,23186.06695099702
mp-8278,40772.91060447313
mp-8402,42288.32800683001
mp-1009009,13699.320462546551
mp-1249,54203.0613163349
mp-27294,54372.54883621354
mp-13907,69802.4723602544
mp-1479,23426.97275744263
mp-22304,54443.5393896032
mp-28872,46697.16333193804
mp-7896,33609.99216165231
mp-1106,93095.44313577603
mp-14037,84440.98383181136
mp-21510,92589.52458166056
mp-33526,63128.8176606764
mp-36582,37208.21553074562
mp-5012,131865.32692297685
mp-5348,128879.32318515598
mp-9631,79196.28440952921
mp-989570,72180.31373760678
mp-1778,25246.844082731302
mp-27608,141225.85699310628
mp-3349,109405.61213403662
mp-568052,77155.52044625205
mp-8579,39027.82240897453
mp-975115,120793.56502844136
mp-1541,18729.20952452727
mp-29342,55651.31607870282
mp-3595,66258.6213249213
mp-4820,131892.06937356383
mp-552537,51081.06002859661
mp-7569,73998.96570066707
mp-7575,28600.802226777432
mp-13984,71645.51822978695
mp-2552,79376.17648636475
mp-37091,55428.850450863705
mp-4495,47700.0870803449
mp-5427,126674.87885825492
mp-1039,31743.170748045923
mp-27691,66691.26502447586
mp-27829,70277.73430218089
mp-29163,95194.68144876722
mp-551873,55556.25656254206
mp-5928,60335.06981947088
mp-7631,147380.6107776388
mp-8426,22935.32205201811
mp-8724,106082.87094062142
mp-9158,38526.49260897975
mp-9657,102557.44990108168
mp-10969,49716.58529581878
mp-4236,103430.0194522366
mp-568536,68030.169468014
mp-989522,82143.71686708658
mp-12491,91313.75358317414
mp-5238,66518.08052597607
mp-754363,60926.035609983206
mp-12016,100182.15656360945
mp-552234,84695.28119921449
mp-755586,67413.49518548379
mp-5175,35144.30582641685
mp-550685,91662.3308875974
mp-7903,75577.53081299347
mp-8299,54225.62211764488
mp-9855,96999.45376235228
mp-14333,124715.0033828695
mp-22975,69249.02473578573
mp-4482,95407.107058297
mp-8818,44864.18228555592
