ID,U
mp-676284,61130.66689578791
mp-7972,32853.511434624656
mp-23364,63157.11904855641
mp-3668,66761.4331734318
mp-638729,70626.52180596124
mp-11175,61380.36307386142
mp-11674,82783.52505356017
mp-12317,49787.14948897453
mp-16742,61913.88166696994
mp-2079,81805.77412819493
mp-4555,92412.54018918332
mp-675902,31236.62548688039
mp-989616,103678.04854943127
mp-27716,47857.43764590319
mp-4280,38015.60992168854
mp-1747,22823.553493744064
mp-2920,97342.51225590572
mp-675531,62862.30950420848
mp-841,78846.62751650749
mp-8703,61721.33288162421
mp-9775,69781.58715827763
mp-550751,78081.3920806254
mp-573658,99864.5518059508
mp-770932,98789.00189003776
mp-989618,82715.48338300454
mp-15668,62042.157420849166
mp-15703,121990.93542378138
mp-22903,15067.536548731743
mp-22914,15779.458926071877
mp-29529,47789.74619859597
mp-616378,71946.70472564758
mp-7027,118300.54590327086
mp-5377,116556.59165632803
mp-541044,67566.31408759396
mp-755309,68678.38600586796
mp-8979,115974.62782664274
mp-1009129,18748.88110597827
mp-11718,15506.253487003749
mp-15349,121598.11469855806
mp-5295,114261.8165664093
mp-643370,115738.99775371564
mp-6951,39058.31107646778
mp-776532,57025.248943041086
mp-924130,24270.10656728533
mp-998604,76524.89516228523
mp-11022,73387.13372717345
mp-14206,61540.97387198163
mp-7910,55478.48753782849
mp-160,166234.90753447142
mp-961657,24305.03515675616
mp-12532,66568.25353717386
mp-7738,47956.74512873919
mp-989537,73240.51250873867
mp-23350,71482.37718694098
mp-4824,47884.38005100052
mp-642648,179794.01963326125
mp-7958,33103.12831246449
mp-961774,23029.3938954119
mp-2605,17495.82131086486
mp-380,31523.695876030422
mp-19833,64492.06843960642
mp-3125,98305.15888428276
mp-3427,171457.49385528592
mp-567373,116127.93777945676
mp-755895,105489.6971503326
mp-8042,121336.44718115217
mp-8932,82370.45491549383
mp-9565,39423.51459170631
mp-11917,58489.11451162738
mp-2469,16098.032983531968
mp-36508,68980.95973421106
mp-551092,90494.01269919738
mp-556120,131957.13084537975
mp-560791,109740.59112771427
mp-6026,133844.97628450912
mp-9064,87616.33080702942
mp-11824,40665.18348924578
mp-4200,136735.6780604655
mp-557664,60578.649264239946
mp-7956,61568.42452591485
mp-29521,67703.34963700137
mp-6930,110576.5745881966
mp-8208,100689.05308282057
mp-989400,83768.35353970506
mp-1002124,19319.67298839805
mp-754535,69436.42682227882
mp-22323,91510.02957183828
mp-23425,69796.42181342078
mp-27300,76392.03185403542
mp-34126,131034.65617331544
mp-3771,98718.62641395554
mp-961711,24425.78467617809
mp-989523,79287.24231792711
mp-22867,15112.1533208063
mp-3953,124637.41820129416
mp-754826,58570.84403714594
mp-13947,75724.17054762841
mp-16264,97672.16048371042
mp-15776,55339.27194606358
mp-13109,90517.9698381384
mp-23933,140049.40417126674
mp-33588,68341.7442093729
mp-6654,85047.64773418196
mp-754368,70406.9034658213
mp-8016,65016.14837269511
mp-996959,77407.4776147708
mp-10653,14976.52525354758
mp-14070,74543.76519662437
mp-189,69048.46083535995
mp-541037,51325.312937987015
mp-661,45334.19188308334
mp-8962,49764.94054791944
mp-684690,79108.53151680103
mp-22984,67546.12609936274
mp-15685,62580.56638671072
mp-15988,33159.78025230216
mp-2667,15030.934502462827
mp-4809,57751.44003842291
mp-9124,24664.26005231927
mp-10919,50190.48102570778
mp-23299,15231.50776737704
mp-37153,65136.91844186377
mp-8430,49469.479756033084
mp-961673,24659.761826287253
mp-998413,76330.75473439753
mp-2072,60903.27446249266
mp-27420,69223.62582219025
mp-29463,139571.90042794534
mp-3042,83812.30960446986
mp-541226,68119.7567778308
mp-559092,35325.98554508381
mp-998198,35233.51952141739
mp-13992,72793.30846177129
mp-486,53491.18945096449
mp-5350,58407.22713868805
mp-554155,134388.74125005733
mp-570485,42831.38613450654
mp-9270,98914.07173176312
mp-1285,61688.07920513534
mp-1394,23256.46448420508
mp-22875,15062.01288282841
mp-29750,77291.81094415825
mp-736,71489.30430581278
mp-757,69519.95906000401
mp-8212,99018.71004001448
mp-978847,41034.023281710746
mp-23860,63376.84326362706
mp-28084,69194.82293613267
mp-7786,48621.41891263979
mp-1008506,42007.32451043102
mp-22473,30892.070803508486
mp-28423,78694.87322174358
mp-28602,40049.63145558455
mp-9575,52388.31694110333
mp-996962,75263.70169298103
mp-13032,16909.219967140274
mp-9675,103544.42889048684
mp-10474,77494.48504792755
mp-570097,60847.72539724382
mp-989529,60413.78480396428
mp-998297,34690.79180178976
mp-22904,47311.582106808055
mp-23116,64551.92254442992
mp-27882,70914.30365821089
mp-30456,95243.2450706902
mp-4666,69605.34108957434
mp-5132,134746.24998184043
mp-626620,93152.74497517654
mp-7911,104021.43888378536
mp-8039,38825.98718845247
mp-8224,70068.62981779902
mp-9383,35806.60507657616
mp-10485,47731.14284420903
mp-10627,15619.568957922089
mp-36066,77105.91395270184
mp-1011695,22642.812709947502
mp-11020,74028.73933851477
mp-165,36738.07617109389
mp-23349,130213.60526332346
mp-23475,69014.44921444744
mp-546794,73879.57278465046
mp-567290,34234.43796881139
mp-7176,30619.247866680384
mp-8455,14704.457533456964
mp-862868,44979.12998626765
mp-643243,144379.4006015301
mp-7233,41611.60978677561
mp-755756,43498.90968512896
mp-989561,83072.40166529726
mp-989610,119631.66021327044
mp-22899,15608.357979177134
mp-22934,55376.50354535352
mp-29398,68137.31186442115
mp-12558,24946.367611724527
mp-3821,78508.7165161406
mp-8235,83071.22559001586
mp-9200,38891.64493914104
mp-12015,69672.2344195052
mp-1550,17872.220512149317
mp-8298,55547.13276394952
mp-13287,61361.76663727411
mp-223,94339.29714647571
mp-23092,87072.1847401207
mp-3167,54477.99778123303
mp-754710,68428.96486049345
mp-8361,60485.069109783166
mp-13798,68064.19394678448
mp-29484,53560.56415398756
mp-568284,90998.78177863007
mp-8188,35692.88268927069
mp-867169,30358.472234373967
mp-961660,24949.95648673593
mp-980057,42022.47539265694
mp-27999,61088.60184721127
mp-558118,96722.68393533802
mp-5618,108038.0034481864
mp-7148,110137.96653213984
mp-8630,98857.341860306
mp-997086,68826.3874298613
mp-13658,119449.124589957
mp-20098,58037.38516364961
mp-22896,62940.48977468619
mp-22925,15199.201343464953
mp-4961,42969.87676641181
mp-504838,86121.78294294665
mp-867219,81719.36078306811
mp-10985,95145.80519787356
mp-1138,18126.862146907715
mp-15896,96924.66670096204
mp-20620,90112.08763793374
mp-623024,70942.42821761325
mp-10417,70065.50681376709
mp-22990,30793.09960462176
mp-571306,130104.10837384236
mp-8187,83381.84007197055
mp-989526,74438.03715512945
mp-8277,39644.50389116642
mp-11918,117586.82863854642
mp-29751,76276.4284757679
mp-7421,46717.37064761828
mp-552547,84044.56763675225
mp-30988,67909.48963507164
mp-541989,57640.26549183516
mp-6686,76719.1514172432
mp-643257,98064.6835351986
mp-989562,80569.03641816504
mp-6459,126778.80334774758
mp-9010,47307.136026034736
mp-5122,97787.3166488238
mp-9915,55277.43352305856
mp-9664,104641.21515928875
mp-3813,55246.14217600079
mp-505297,23998.45944720464
mp-8098,94384.31030056492
mp-20463,67505.12742375325
mp-752658,43349.54612385754
mp-22660,35913.82893742595
mp-23231,15169.139259268446
mp-10223,80606.37131699135
mp-13277,49024.2507636204
mp-543024,68806.02369912597
mp-8217,78375.57619548264
mp-38970,77569.31185910021
mp-9306,43472.32677111303
mp-9564,40160.55923796019
mp-7548,61748.06756204942
mp-574599,45853.357125701456
mp-2175,13892.179164410942
mp-22937,55536.75494163735
mp-753401,156400.4034401685
mp-10616,24340.72477153542
mp-22851,14561.973509313262
mp-32616,83622.38948622772
mp-4514,93839.30806449184
mp-541899,75741.49450425642
mp-571166,46221.44925987959
mp-22255,60999.270755483245
mp-555410,64433.14899311818
mp-5986,45122.973736044456
mp-827,99569.6463495442
mp-4531,121926.32769954554
mp-5478,152498.9813741839
mp-961682,23850.19269587267
mp-6960,79595.10024960367
mp-7808,67153.46783922886
mp-568968,61643.20047314871
mp-644203,57293.07571770444
mp-2517,95368.07962660416
mp-1000,15165.577393355108
mp-38011,36906.50199232454
mp-9198,82315.45621096563
mp-11265,91823.9607548782
mp-14588,77986.65569565537
mp-16337,54037.70441031091
mp-2534,16020.944412459352
mp-22607,54667.02042366771
mp-7611,78980.66826236708
mp-7104,40710.01876326845
mp-267,47520.130215012745
mp-553875,47361.80569663939
mp-570891,15185.678816549507
mp-2340,106602.01041452316
mp-4190,93109.25292052505
mp-30250,71460.66933830694
mp-7447,76611.44823281345
mp-8000,117997.93498511668
mp-772290,109540.6243582944
mp-7572,141296.52742308797
mp-28171,38857.33924763846
mp-8161,103899.941895435
mp-2488,68911.35921380151
mp-8409,34465.036031987154
mp-10341,88877.7748604391
mp-30062,69151.13969255523
mp-552934,50318.956725502736
mp-7060,66904.69671515847
mp-989558,82046.36153593067
mp-7773,61986.79585981053
mp-8623,38309.48473392681
mp-997036,72102.47846015645
mp-7596,122263.72319274074
mp-862631,30238.1901639824
mp-7608,47994.51775131298
mp-569548,76348.97755344647
mp-752580,130591.9775914187
mp-1794,21197.09186537724
mp-3448,42934.489765834
mp-7936,69326.842241881
mp-697144,147353.82660489602
mp-7173,23709.742267303835
mp-29266,31401.93530693844
mp-10322,72546.88479595905
mp-3056,33773.30344857864
mp-571467,74399.68986438555
mp-37906,29593.481641218008
mp-7000,110590.64796028736
mp-862947,30174.355257211584
mp-28264,228882.9688962496
mp-998156,34860.473010793685
mp-19851,61139.93269373459
mp-20352,93857.41157184204
mp-8180,124363.4311587824
mp-11919,115204.96890153125
mp-5707,102101.40821207562
mp-23091,87238.01769587502
mp-676464,53639.01222569234
mp-866291,15262.90247384416
mp-886,98517.08238340932
mp-13356,90798.45900439654
mp-4586,65556.68787145967
mp-865185,43678.26180119427
mp-8176,33119.046904443145
mp-989625,100963.10847064116
mp-29754,53489.116114773446
mp-567680,69545.81285533243
mp-573755,45566.19996425519
mp-7090,46986.72430033984
mp-7439,63653.66591134175
mp-20459,45773.60435157776
mp-3216,50175.77619093932
mp-20187,64703.24764815234
mp-625136,92405.78381926312
mp-7392,61545.12213005516
mp-5475,37790.33007164646
mp-27562,82108.25366702386
mp-7825,78893.16246126675
mp-3731,96800.3623389244
mp-23263,61302.91654740217
mp-7470,103176.03440846971
mp-13948,75427.97369245358
mp-753260,34701.38071423889
mp-989532,64260.42334874436
mp-23009,33169.87218440437
mp-573721,79432.76669685371
mp-8399,40163.2732121925
mp-961687,23566.256553323485
mp-12509,68192.040634936
mp-13676,130337.12825766146
mp-5280,106698.42848828345
mp-752676,147794.49422488987
mp-989520,61708.60406713511
mp-2286,25585.78317985046
mp-554941,55586.39958990509
mp-2918,73243.17455848082
mp-8658,46017.72735127958
mp-7188,25915.916469824213
mp-989567,70324.94809738723
mp-2150,45348.55782998393
mp-23054,90150.82534058066
mp-560037,73184.18513130328
mp-8058,121132.19084027968
mp-8454,15737.046446151871
mp-9821,71310.13839322614
mp-7667,80468.45169612541
mp-38117,53920.24159568149
mp-569779,23687.895461732816
mp-2455,48608.31992773378
mp-570324,68552.17372154554
mp-11869,23394.266179640577
mp-22483,61098.51123268215
mp-547792,94246.12380173164
mp-733,94339.26022483676
mp-10680,15196.515505942052
mp-1018040,32375.119529333297
mp-1958,15254.458777377951
mp-22003,50338.89127048124
mp-7251,88071.7804093668
mp-1008556,43052.13593794139
mp-12814,78396.81523212645
mp-555763,49595.28796285574
mp-567776,77934.80795724064
mp-15781,31466.523578099004
mp-9166,52245.91361007933
mp-1700,22647.817328302903
mp-463,15769.246655437648
mp-28603,97724.28701885908
mp-7979,78568.8145042501
mp-3748,40860.77866115859
mp-505825,50105.04108373023
mp-7937,67635.49635244593
mp-11583,94953.8852635234
mp-755013,107453.54414936255
mp-9348,81908.54882790333
mp-23060,68358.32670625766
mp-7886,68489.02666212586
mp-241,24838.27103078868
mp-28111,132550.64187449974
mp-24589,121380.25874292484
mp-3481,46338.47213820152
mp-3637,53620.51582227713
mp-966800,32917.09142479868
mp-12525,92531.62296653018
mp-22895,15369.78046927776
mp-7610,84228.04389948504
mp-9780,91613.63768399312
mp-9900,97529.8091463048
mp-9250,47925.17261594619
mp-28295,90803.92557515204
mp-2574,57985.20818398876
mp-551243,83213.6765577986
mp-9595,115626.2799672704
mp-558430,119633.45440191118
mp-760,49526.613004774845
mp-7774,61518.07149616225
mp-561561,84319.40995616296
mp-1565,28555.778083242432
mp-552663,110981.33636911608
mp-570008,39462.7582952191
mp-29584,56544.06049862775
mp-766,48902.88959159823
mp-470,62386.213984850576
mp-7639,63924.87655579443
mp-20289,31901.08563820703
mp-4609,131917.86109122465
mp-553025,86307.50129180492
mp-8931,76789.92158946626
mp-10226,32096.759094550784
mp-15999,101483.44213967296
mp-979137,41963.659061139886
mp-510268,72707.65210426839
mp-989566,74360.59878125199
mp-20817,95728.87857054612
mp-21374,53687.02717989137
mp-2172,16832.409378259792
mp-2858,116136.32037298412
mp-12954,76045.38544814535
mp-1345,98103.81731131353
mp-20731,54304.21888724184
mp-3104,72635.74971314192
mp-561947,39265.59735996524
mp-11703,63452.093550164784
mp-9307,42554.76538937984
mp-9610,62561.22977143908
mp-2371,53978.84758219075
mp-570538,50362.42192241248
mp-7017,34999.606613946125
mp-4165,122867.19602829928
mp-553310,73911.03259458185
mp-10614,25263.32081463381
mp-1598,62659.51010806241
mp-8207,100026.95531807412
mp-8411,62005.5901466251
mp-556405,117664.92358051005
mp-7505,80162.74928255776
mp-9881,46057.2657392688
mp-569677,31733.99129445448
mp-927,103920.95699379592
mp-13898,81791.5317421958
mp-634657,74198.77895252526
mp-21228,63243.85364325768
mp-3924,77604.84618454146
mp-4406,137959.86979516808
mp-571102,15039.127099788808
mp-6384,99519.02419736198
mp-9566,39216.69362372651
mp-996941,63858.73283973335
mp-560558,78948.61853818722
mp-7100,51343.19093643502
mp-25305,100985.83289795418
mp-560790,79842.5410253983
mp-7436,46172.70385425086
mp-9295,62250.30385116306
mp-13800,80651.463958443
mp-553303,53106.87862720381
mp-804,40854.37514710189
mp-8147,77478.36493043743
mp-19795,64053.4064246545
mp-288,34457.187716912624
mp-753946,34332.86758272868
mp-23861,60665.76648662883
mp-7472,72335.38359267879
mp-10159,29976.00853843017
mp-6586,87428.31689632921
mp-1413,53574.83348053644
mp-30041,31155.476524525217
mp-9268,92199.74875932973
mp-1266,23351.8537266792
mp-9062,94382.32933937598
mp-1922,97743.82725985124
mp-3038,56776.75959612759
mp-4627,103094.0678816994
mp-29396,87850.53495981965
